fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4904/contents/1539657,Coronel Dorrego,Decreto Nº2355/20 en el boletín 81º de Coronel Dorrego,,05/02/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4904/contents/1539657,"Pública Nº 05/2020, en la cual se procede al llamado para la explotación de una gomería en la playa de camiones de la ciudad de Coronel Dorrego; que el monto a abonar por las mencionadas publicaciones, asciende a la suma de $780.- (Pesos Setecientos Ochenta); ... […] el Expte. Nº 1663/2020 enviado por la Oficina de Compras ... […] ARTÍCULO 1°) Facultase a Contaduría a liquidar hasta la suma de $780.- (Pesos Setecientos Ochenta) a favor de la SECRETARÍA GENERAL DE LA GOBERNACIÓN -DIRECCIÓN ...",2021-02-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4904/contents/1539521,Coronel Dorrego,Decreto Nº2338/20 en el boletín 81º de Coronel Dorrego,,05/02/2021,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4904/contents/1539521,"Que se encuentra en plena vigencia la Ordenanza Nº 4042/20, que regula el funcionamiento de “patios al aire libre”, como un anexo a las confiterías bailables ... […] La Resolución emanada por el Gobierno de la Provincia de Buenos que dispone la autorización de funcionamiento de bares al aire libre en Municipios cuya situación epidemiológica los encuadre en “Fase 5”; y ... […] ARTICULO 1º) Habilitar al Sr. ARIEL ALEJANDRO FERNANDEZ, a desarrollar la actividad “confitería en patio al aire libre”, encuadrado en la habilitación otorgada mediante ...",2021-02-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4893/contents/1537565,Tandil,Decreto Nº331/2021 en el boletín 60º de Tandil,,03/02/2021,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/4893/contents/1537565,Que se ha expedido el Director de Compras y Suministros sugiriendo dejar sin efecto el presente Concurso ... […] Que por el presente se tramita el llamado a Concurso de Precios Nº 12-03-20 “Adquisición de neumáticos y servicio de alineación y balanceo”. ... […] Artículo 1º : Déjase sin efecto el Concurso de Precios Nº 12-03-20 “Adquisición de neumáticos y servicio de alineación y balanceo”. Artículo ...,2021-02-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4889/contents/1537665,Bahia Blanca,Decreto Nº2248 en el boletín 102º de Bahia Blanca,,03/02/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4889/contents/1537665,"Visto el pedido de adquisición, originado por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Infraestructura, referido al servicio de gomería - recauchutado de cubiertas del Parque Vehicular Municipal ... […] ARTICULO 1º )- Adjudícase a DUHAU S.A. (Proveedor Nº 5.888), el servicio de gomería - recauchutado de cubiertas del Parque Vehicular Municipal ...",2021-02-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4884/contents/1536434,Coronel Dorrego,Ordenanza Nº4045/20 en el boletín 79º de Coronel Dorrego,,29/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4884/contents/1536434,". Que la Sociedad de Bomberos Voluntarios ha solicitado a éste Departamento Ejecutivo habilitar el servicio de gomería , lo que aportaría un servicio adicional y comodidad al gran número ... […] ARTÍCULO 1º ) Autorízase al Departamento Ejecutivo a llamar a Licitación Pública para la explotación en concesión del servicio de “ Gomería ” dentro ...",2021-01-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4884/contents/1536441,Coronel Dorrego,Resolución Nº74/20 en el boletín 79º de Coronel Dorrego,,29/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4884/contents/1536441,"el ejercicio del Poder de Policía que a este Municipio le confieren los Arts. 190, 191, 192 incs. 4 y 6) de la Constitución Provincial, los artículos 27, 108, 226, 228, 286 y cc. del Decreto Ley 6769/58 – Ley Orgánica de las Municipalidades ... […] los antecedentes obrantes en el Expte. 1128/2020; peticionado por el Sr. Dable Mauro Abel ... […] . DABLE MAURO ABEL Ramo: “ GOMERÍA ” con la finalidad de proveer a la salubridad, seguridad e higiene de la población, potestad genéricamente reconocida por los Ar ts. 26, 107, 108 inc. 4 y 5 de la Ley Orgánica ...",2021-01-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4878/contents/1536119,Coronel Dorrego,Resolución Nº0064/20 en el boletín 78º de Coronel Dorrego,,29/01/2021,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4878/contents/1536119,"Que, dicha necesidad se establece en la posibilidad de tener un espacio o área al aire libre, ya que se dispone solamente con espacio de tierra y arena para realizar ... […] , los espacios al aire libre con el distanciamiento adecuado -2mts- recobrarían un papel fundamental, de ahí que resulta más que importante la concreción del mencionado playón ... […] La necesidad de contar con un espacio para desarrollar distintas actividades al aire libre ...",2021-01-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4845/contents/1533357,Bahia Blanca,Resolución Nº532 en el boletín 99º de Bahia Blanca,,25/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4845/contents/1533357,"Visto las presentes actuaciones, referidas a la solicitud de Habilitación presentada por LEFIMIL ILABE Hugo Gabriel y LEFIMIL Roberto Arnaldo S.H. , para desarrollar el rubro de SERVICIO DE GOMERIA -VENTA ... […] U E L V E - ARTICULO 1º)- Habílitase a LEFIMIL ILABE Hugo Gabriel y LEFIMIL Roberto Arnaldo S.H. , contribuyente Nº 58962, para el rubro de SERVICIO DE GOMERIA -VENTA ...",2021-01-25,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4845/contents/1533356,Bahia Blanca,Resolución Nº532 en el boletín 99º de Bahia Blanca,,25/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4845/contents/1533356,"Visto las presentes actuaciones, referidas a la solicitud de Habilitación presentada por LEFIMIL ILABE Hugo Gabriel y LEFIMIL Roberto Arnaldo S.H. , para desarrollar el rubro de SERVICIO DE GOMERIA -VENTA ... […] U E L V E - ARTICULO 1º)- Habílitase a LEFIMIL ILABE Hugo Gabriel y LEFIMIL Roberto Arnaldo S.H. , contribuyente Nº 58962, para el rubro de SERVICIO DE GOMERIA -VENTA ...",2021-01-25,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4790/contents/1530574,General Pueyrredon,Ordenanza Nº24959 en el boletín 153º de General Pueyrredon,,19/01/2021,,,volumen_alto,no,recapado,https://sibom.slyt.gba.gob.ar/bulletins/4790/contents/1530574,"97140004 GOMERÍAS, VULCANIZADO, RECAPADO Y AFINES ... […] 97140023 RECAPADO ...",2021-01-19,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4800/contents/1529005,Trenque Lauquen,Decreto Nº1264/2020 en el boletín 66º de Trenque Lauquen,,19/01/2021,,adjudicada,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/4800/contents/1529005,", en calle Larrubia Nº 197, situado en Barrio “Tres Llantas ; Que posteriormente, el Sr. VELAZQUEZ, con fecha 18 de Diciembre de 2.019, transfirió el Inmueble a través de una Cesión de Derechos y Acciones ... […] Las actuaciones obrantes en el Expediente Administrativo Nº 120/2020 ... […] 1264-20 Modificación decreto de Adjudicación a favor de Villalba Alfredo Ricardo Bo. Tres Llantas ...",2021-01-19,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4686/contents/1523890,General Villegas,Resolución Nº468/20 en el boletín 93º de General Villegas,,11/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4686/contents/1523890,"VISTO: El Expediente Nº 4381/19, iniciado por el señor Mateo Alberto Lezcano, solicitando la habilitación municipal de un comercio dedicado a la explotación del rubro “ Gomería ”, desde el día ... […] ARTÍCULO PRIMERO: Regístrese la habilitación provisoria de un comercio dedicado a la explotación del rubro “ Gomería ”, denominación comercial “El Rayo”, del señor Mateo Alberto Lezcano - D.N.I Nº 35.102.517, Codificador ...",2021-01-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4708/contents/1522060,Saladillo,Decreto Nº841/2020 en el boletín 68º de Saladillo,,05/01/2021,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4708/contents/1522060,". 5.-Lavaderos de autos y camiones. 6.-Venta de automotores y rodados. 7.- Gomerías , forrajerías, aserraderos, carpinterías, kioscos de diarios y revistas y provisión de garrafas. 8.-Talleres mecánicos, bicicleterías, lubricentros, talleres ... […] la Resolución Provincial N° RESO- 2020-155-GDEBA-MJGM emitida por el Ministro Jefe de Gabinete de Ministros de la Provincia de Buenos Aires, mediante la cual se autoriza en el Municipio de Saladillo, el inicio ... […] . 7.- Gomerías , forrajerías, aserraderos, carpinterías, kioscos de diarios y revistas y provisión de garrafas. 8.-Talleres mecánico",2021-01-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4655/contents/1520758,Quilmes,Decreto Nº1856/2020 en el boletín 357º de Quilmes,,04/01/2021,,,objetivo,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4655/contents/1520758,"el rubro, taller de alineacion y balanceo, gomeria — venta de Ilantas , neumaticos nuevos y accesorios del automotor en favor del señor Nunez Gusto Adrian; Que ha tornado intervencion la Agencia de Fiscalizacion y Control Comunal ... […] de Quilmes Oeste, Partido de Quilmes, para desarrollar el rubro taller de alineacion y balanceo- gomeria - yenta de Ilantas, neumaticos nuevos y accesorios del automotor; y ... […] Gustavo Adrian.- Rubro: Taller de alineaciOn y balanceo, Gomeria — Venta de Ilantas , Neumaticos nuevos y Accesorios. - Domicilio: Rodolfo A. Lopez N° 660, localidad de Quilmes Oest",2021-01-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4736/contents/1523324,General San Martín,Decreto Nº000621/20 en el boletín 1775º de General San Martín,,04/01/2021,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4736/contents/1523324,"Autorizando habilitación del desarrollo de actividades: Talleres Culturales, Actividades sociales, recreativas y familiares hasta 20 personas al aire libre o espacios cerrados con ventilación y Actividades religiosas al aire libre. EMERGENCIA SANITARIA COVID-19. ...",2021-01-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4704/contents/1522454,General Pueyrredon,Decreto Nº2073/20 en el boletín 149º de General Pueyrredon,,30/12/2020,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/4704/contents/1522454,"para el desarrollo de su vida cotidiana. Para ellos, la pirotecnia genera un alto nivel de estrés y ansiedad, provocándoles miedo, lo que los lleva a tener crisis de llantos y gritos, debido a la situación de estrés vivida ... […] la Ordenanza N° 24.686 y su Decreto de promulgación Nº 225/2020, las Leyes Nacionales N° 20.429 y N° 24.304, el Decreto Reglamentario Nacional N° 302/1983 ... […] ARTÍCULO 1°.- Apruébase el ANEXO I que forma parte el presente, que constituye la reglamentación de la Ordenanza N° 24.686 ...",2020-12-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4704/contents/1522719,General Pueyrredon,Decreto Nº2073/20 en el boletín 149º de General Pueyrredon,,30/12/2020,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/4704/contents/1522719,"y tranquilidad para el desarrollo de su vida cotidiana. Para ellos, la pirotecnia genera un alto nivel de estrés y ansiedad, provocándoles miedo, lo que los lleva a tener crisis de llantos y gritos, debido a la situación de estrés vivida ... […] la Ordenanza N° 24.686 y su Decreto de promulgación Nº 225/2020, las Leyes Nacionales N° 20.429 y N° 24.304, el Decreto Reglamentario Nacional N° 302/1983 ... […] ARTÍCULO 1°.- Apruébase el ANEXO I que forma parte el presente, que constituye la reglamentación de la Ordenanza N° 24.686 ...",2020-12-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4604/contents/1514038,Bragado,Decreto Nº989 en el boletín 43º de Bragado,,21/12/2020,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4604/contents/1514038,"CONSIDERANDO: Que, dicho aire es para reemplazar al existente en dicho establecimiento educativos, que se encuentra en muy mal estado; Que, es importante tomar contacto con el ámbito de la educación y buscar las soluciones que estén a nuestro alcance ante las necesidades que nos manifiestan; Por ello: ... […] VISTO: El requerimiento presentado por el Consejo Escolar mediante el cual solicita ayuda económica para que el municipio contribuya a solventar el gasto para la compra de un (1) aire acondicionado para la Escuela de Educación Primaria Nº 21; y ... […] de UN (1) aire acondicionado, para d",2020-12-21,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4604/contents/1514017,Bragado,Decreto Nº985 en el boletín 43º de Bragado,,21/12/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4604/contents/1514017,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS TRECE MIL NOVECIENTOS DIECISEIS CON NOVENTA Y SEIS CENTAVOS ($",2020-12-21,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4635/contents/1517358,General Pueyrredon,Decreto Nº1956/20 en el boletín 140º de General Pueyrredon,,18/12/2020,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/4635/contents/1517358,"Fernando Álvarez, encargado del Taller del EMDER, en el cual autores ignorados habían sustraído una (1) batería de 12 volts de 110 amperes, perteneciente a un tractor marca John Deere 5403, dominio BKD-23 ... […] que el tractor del cual faltó la batería estaba ubicado junto al puesto de guardia en el Estacionamiento del Estadio Mundialista. Que atento a que iba haber un partido de fútbol, el Jefe de Escenario Marcelo Urquía le solicitó lo traslade hacia la parte ... […] de atrás del estacionamiento. Que se celebró el partido. Que el día 27 de agosto el dicente advirtió que las cachas que tapan",2020-12-18,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4528/contents/1513324,General Villegas,Resolución Nº438/20 en el boletín 91º de General Villegas,,11/12/2020,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4528/contents/1513324,"VISTO: El Expediente Nº 2732/19, iniciado por el señor Juan José Franco Merlo, solicitando la habilitación municipal de un comercio dedicado a la explotación del rubro “ Gomería ”, desde el día ... […] ARTÍCULO PRIMERO: Regístrese la habilitación provisoria de un comercio dedicado a la explotación del rubro “ Gomería ”, denominación comercial “Merlo Neumáticos”, del señor Juan José Franco Merlo - D ...",2020-12-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4482/contents/1511538,Coronel Dorrego,Decreto Nº1676/20 en el boletín 76º de Coronel Dorrego,,03/12/2020,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4482/contents/1511538,"que la Dirección de Servicios ha manifestado la necesidad de proceder a la adquisición de 2 cubiertas 275/80/22,5 lisas y 4 cubiertas 275/80/22,5 con taco para el Camión Nº 606; ... […] ARTICULO 1°) Llamase a CONCURSO DE PRECIOS N° 64/2020 con el objeto de proceder a la adquisición de 2 cubiertas 275/80/22,5 lisas y 4 cubiertas 275/80/22,5 con taco ... […] Por ello, el INTENDENTE MUNICIPAL , en uso de sus facultades- D E C R E T ...",2020-12-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4482/contents/1512713,Coronel Dorrego,Decreto Nº1709/20 en el boletín 76º de Coronel Dorrego,,03/12/2020,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4482/contents/1512713,"MIRTA NOEMI 2 cubiertas 275/80/22,5 ... […] .- 4 cubiertas 275/80/22,5 con taco $218.240 ... […] el Concurso de Precios N° 64/2020 , formalizado en el día de la fecha, a fin de proceder a la adquisición de 2 cubiertas 275/80/22,5 lisas y 4 cubiertas 275/80/22,5 con taco para camión Nº 606 perteneciente a la Dirección de Servicios de esta Comuna; ...",2020-12-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4493/contents/1507067,Bragado,Decreto Nº815 en el boletín 42º de Bragado,,30/11/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4493/contents/1507067,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS TRECE MIL NOVECIENTOS DIECISEIS CON NOVENTA Y SEIS CENTAVOS ($",2020-11-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4543/contents/1510567,Bahia Blanca,Resolución Nº31 en el boletín 91º de Bahia Blanca,,27/11/2020,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/4543/contents/1510567,"Visto el presente expediente mediante el cual Departamento Ingeniería de Tránsito solicita a fojas 1 se abone la bonificación por “Operador de Martillo Neumático ” al agente Cuesta Pablo Luis, leg. 14069, mientras el agente Diaz ... […] a lo establecido en el decreto 627/2010 “Adicional por función de operador de martillo neumático ” Que toda agente que en forma transitoria debiera reemplazar, a quien perciba esta compensación en ausencia del titular, tendrá ... […] ARTICULO 1°) Otorgar “Adicional por función de Operador de Martillo Neumático ” al agente Cuesta Pablo Luis, leg. 14069, por dese",2020-11-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4529/contents/1509142,Tapalqué,Decreto Nº0621 en el boletín 40º de Tapalqué,,24/11/2020,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4529/contents/1509142,"VISTO: Decreto 132/2020 de la Provincia de Buenos Aires, DNU 260/2020 (Ampliación de Emergencia Sanitaria), DNU 297/2020 (Aislamiento Social Preventivo y Obligatorio), y DNU 355 ... […] sociales hasta diez (10) personas al aire libre. Natación: sólo entrenamiento deportivo (no recreativo). Entrenamiento deportivo al aire libre de hasta ocho (8) personas ... […] con entrenador/a. Actividades culturales: estudios de danza; estudios de música; ensayo para músicos/as. Iglesias y cultos al aire libre hasta diez (10) personas ...",2020-11-24,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4538/contents/1509466,Pilar,Decreto Nº1951/20 en el boletín 145º de Pilar,,20/11/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4538/contents/1509466,"Autorízase los ""gimnasios al aire libre"" y los ""gimnasios en espacios cerrados con amplia ventilacion natural"", según protocolos. Se adjunta archivo en el Anexo. ...",2020-11-20,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4504/contents/1507825,Exaltación de la Cruz,Decreto Nº762 en el boletín 116º de Exaltación de la Cruz,,16/11/2020,,,objetivo,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4504/contents/1507825,"de Gomeria en la ciudad de Capilla del Señor; Que el Artículo 108 inc. 2) de la Ley Orgánica de las Municipalidades, establece que es facultad del Departamento ejecutivo Promulgar las Ordenanzas; Que en virtud de lo expuesto corresponde promulgar la presente Ordenanza; ... […] La Ley Orgánica de las Municipalidades, Decreto Ley Nº 6769/58 y sus modificatorias, y el Expediente Administrativo Nº 4036-48140-0-2020, iniciado por el Honorable Concejo Deliberante de Exaltación de la Cruz ... […] Artículo ...",2020-11-16,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4489/contents/1507496,General Pueyrredon,Resolución Nº1458/20 en el boletín 129º de General Pueyrredon,,13/11/2020,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/4489/contents/1507496,"de los protocolos sanitarios y las medidas de distanciamiento e higiene necesarias para disminuir el riesgo de contagio; no se estima conveniente, en esta instancia, posibilitar el acceso a las baterías de baños existentes en el lugar ... […] que a raíz de la situación de emergencia sanitaria producida por irrupción del coronavirus SARS-CoV-2 (COVID 19) se restringió el acceso a la Reserva Natural Laguna de los Padres, entre otros espacios recreativos ... […] al máximo el cumplimiento de los protocolos sanitarios y las medidas de distanciamiento e higiene necesarias para disminuir el riesgo de",2020-11-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4469/contents/1505177,Mercedes,Decreto Nº960/2020 en el boletín 27º de Mercedes,,11/11/2020,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/4469/contents/1505177,"a ello, se ha previsto la adquisición de cubiertas . Que atento a la estimación de los valores en el mercado, resulta necesario licitar su compra conforme los procedimientos que prevé la Ley Orgánica de las Municipalidades. ... […] Lo actuado en Expediente administrativo Nº 4602/2020, caratulado “Licitación Privada Nº 10/2020 ... […] Cubierta 275-80-22.5 con taco 2 4 ...",2020-11-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4359/contents/1499029,Coronel Dorrego,Ordenanza Nº4001/20 en el boletín 75º de Coronel Dorrego,,10/11/2020,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4359/contents/1499029,"VISTO ... […] que contemplará: Empresas de transporte de cargas generales y paqueterías; talleres, gomerías ... […] La permanencia en la vía pública para reparaciones en talleres mecánicos y/o gomerias podrá ser de un total de 3 vehículos ...",2020-11-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4359/contents/1499031,Coronel Dorrego,Ordenanza Nº4002/20 en el boletín 75º de Coronel Dorrego,,10/11/2020,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4359/contents/1499031,"VISTO ... […] mecánicos, de electricidad, de chapa y pintura y afines; gomerías que presten servicios al Transporte Pesado; en las Sub Áreas Urbanizadas 1 y 2 (SAU 1 - SAU 2 ...",2020-11-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4425/contents/1504617,Vicente López,Decreto Nº3150/20 en el boletín 682º de Vicente López,,03/11/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4425/contents/1504617,"El informe realizado por la Secretaria de Salud a fs. 371. Lo aconsejado por la Comisión Permanente de Licitaciones para el Estudio de Propuestas a fs. 373 ... […] Las ofertas presentadas en el segundo llamado a Licitación Privada Nº 65 dispuesto por Decreto Nº 2697/20 para la “ADQUISICION E INSTALACION DE UNIDAD GENERADORA DE AIRE COMPRIMIDO con destino a la Maternidad Santa Rosa, dependiente de la Secretaria de Salud”, y ... […] Referencia: EXPTE - 1297/2020 ...",2020-11-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4374/contents/1498205,Bragado,Decreto Nº741 en el boletín 41º de Bragado,,26/10/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4374/contents/1498205,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ($ 12.",2020-10-26,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4365/contents/1497539,Exaltación de la Cruz,Decreto Nº449 en el boletín 102º de Exaltación de la Cruz,,15/10/2020,,,objetivo,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/4365/contents/1497539,"de GOMERIA -REPARACIÓN; Que a fs. Obra Certificado de Zonificación expedido por la Dirección de Catastro dependiente de la Secretaría de Obras y Servicios Públicos, por el cual se deja ... […] para el otorgamiento de la Habilitación Municipal en el Rubro; SERVICIOS PARA EL AUTOMOTOR TIPO III: “ GOMERÍA REPARACIÓN” , para el comercio ubicado en la localidad de CAPILLA DEL SEÑOR , en el inmueble identificado ... […] El Expediente Administrativo N° 4036-17268/05 , iniciado por ANGIUS HUGO DANIEL, por ante DIRECCIÓN DE PRODUCCIÓN Y MEDIO AMBIENTE y lo establecido por la Ley Orgánica ...",2020-10-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4336/contents/1496411,Bahia Blanca,Ordenanza Nº20081 en el boletín 85º de Bahia Blanca,,15/10/2020,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/4336/contents/1496411,"a Avenida Cabrera sufre un accidente que produce daños en la llanta y cubierta delantera; y CONSIDERANDO Que, analizadas ... […] un accidente que produce daños en la cubierta y llanta delantera y abónese en tal concepto a la nombrada la suma de ocho mil ochenta pesos ($ 8.080), en un todo de acuerdo a los antecedentes obrantes en el expediente 0/00-10798-2018 (1-HCD-2020 ...",2020-10-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4343/contents/1495546,Bragado,Decreto Nº638 en el boletín 40º de Bragado,,13/10/2020,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/4343/contents/1495546,"CONSIDERANDO: Que dicha institución brinda su colaboración, dedicación y compromiso a través del cuidado, la alimentación, el resguardo, revisiones y/o asistencia veterinaria, entre otros, a la fauna urbana ... […] VISTO: Que este municipio brinda apoyo desde hace varios años a la “Sociedad Protectora de Animales de Bragado” con el aporte de subsidios, a los fines de colaborar con la labor a la que se encuentra avocada; y, ... […] ARTICULO 1°.- OTORGAR a la SOCIEDAD PROTECTORA DE ANIMALES DE BRAGADO un subsidio por la suma de PESOS DOCE MIL QUINIENTOS TREINTA Y TRES CON SESENTA CENTAVOS ...",2020-10-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/4342/contents/1495535,Pilar,Decreto Nº1657/20 en el boletín 141º de Pilar,,10/10/2020,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/4342/contents/1495535,Establécese la apertura de actividades gastronómicas al aire libre según el cronograma que establezca la Provincia de Buenos Aires. Se adjunta archivo en Anexo ...,2020-10-10,2026-09-01,2026-09-01
